OECOL	OECOLOGY
TOPMAG	TOPMAGAZINE
TOPOL	TOPOLOGY
TOPON	TOPONYM
TORAC	TORACIC
TOR	TORONTO
TOTAL	TOTAL
TOUCHPAP	TOUCHPAPER
TOUR	TOURIS
TOWNCR	TOWNCRIER
TOWNSH	TOWNSHIP
TOWNSM	TOWNSMAN
TOWNSV	TOWNSVILLE
TOXIC	TOXICANT
TOXIC	TOXICITY
TOXICOKINET	TOXICOKINETI
TOXICOL	TOXICOLOGY
TRACK	TRACKING
TRACT	TRACTION
TRACT	TRACTOR
TRADEJ	TRADEJOURNAL
TRADELETT	TRADELETTER
TRADEN	TRADENAMES
TRAFFICK	TRAFFICK
TRAILBLAZ	TRAILBLAZ
TRAILER	TRAILERING
TRAILW	TRAILWAY
TRAINEESH	TRAINEESHIP
TRAIN	TRAINER
TRAIN	TRAINING
TRAMP	TRAMPING
TRAMW	TRAMWAY
TRANSATL	TRANSATLANTIC
TRANSBORD	TRANSBORDER
TRANSBOUND	TRANSBOUNDARY
TRANSCELL	TRANSCELLULAR
TRANSCEND	TRANSCENDENTAL
TRANSCR	TRANSCRIBER
TRANSCR	TRANSCRIPT
TRANSCULT	TRANSCULTUR
TRANSDISCIPL	TRANSDISCIPLIN
TRANSDUCT	TRANSDUCTION
TRANSF	TRANSFER
TRANSFUS	TRANSFUSION
TRANSIT	TRANSITOIRE
TRANSKEI	TRANSKEIAN
TRANSL	TRANSLAT
TRANSLOCAT	TRANSLOCATION
TRANSM	TRANSMI
TRANSMUTAT	TRANSMUTATION
TRANSNATL	TRANSNATIONAL
TRANSPAR	TRANSPARENCY
TRANSPERS	TRANSPERSONAL
TRANSPL	TRANSPLANT
TRANSPLANT	TRANSPLANTATION
TRANSP	TRANSPORT
TRANSPUT	TRANSPUTER
TRANSW	TRANSWORLD
TRANSYLV	TRANSYLVANIAN
TRAPP	TRAPPER
TRAPP	TRAPPING
TRASM	TRASMISSI
TRAUMA	TRAUMATIC
TRAVEL	TRAVEL
TRAVELETT	TRAVELETTER
TRAWL	TRAWL
TREAS	TREASURER
TREAS	TREASURY
TREAT	TREATED
TREAT	TREATER
TREAT	TREATING
TREAT	TREATMENT
TRIATHL	TRIATHLETE
TRIBOL	TRIBOLOGY
TRICYCL	TRICYCLING
TRIENN	TRIENNIAL
TRIPART	TRIPARTIT
TRIQ	TRIQUARTERLY
TRIUMPH	TRIUMPH
TROGLOD	TROGLODYT
TROLLEYB	TROLLEYBUS
TROPHOBL	TROPHOBLAST
TROTSKY	TROTSKYIST
TRUCK	TRUCK
TRUST	TRUST
TRUSTEESH	TRUSTEESHIP
TUBER	TUBERCLE
TUBERCULOL	TUBERCULOLOGY
TUBERC	TUBERCULOS
TUBUL	TUBULAR
TUIT	TUITION
TUNIS	TUNISIA
TUNN	TUNNEL
TUNN	TUNNELLING
TURBID	TURBID
TURBOMACH	TURBOMACHINERY
TURBOTV	TURBOTVILLE
TURBUL	TURBULEN
TURCOL	TURCOLOGICAL
TURK	TURKEY
TURN	TURNER
TURN	TURNING
TURT	TURTLE
TUTOR	TUTORIAL
TWIST	TWIST
TYPEREAD	TYPEREADER
TYPESET	TYPESETTING
TYPEWRIT	TYPEWRITER
TYP	TYPICAL
TYPOGR	TYPOGRAPHY
TYPOL	TYPOLOGICAL
ULSTERM	ULSTERMAN
ULTIM	ULTIM
ULTRAFILTR	ULTRAFILTRATI
ULTRAH	ULTRAHIGH
ULTRAMOL	ULTRAMOLECUL
ULTRANUTR	ULTRANUTRITION
ULTRAPRECIS	ULTRAPRECISION
ULTRAPURIF	ULTRAPURIFICATION
ULTRASTRUCT	ULTRASTRUCTUR
ULTRAV	ULTRAVIOLET
UMP	UMPIRE
UNCAPTIV	UNCAPTIV
UNCENS	UNCENSORED
UNCERTAIN	UNCERTAINTY
UNCLASSIF	UNCLASSIFI
UNCONV	UNCONVENTIONAL
UNCOOK	UNCOOKED
UNDERCURR	UNDERCURRENT
UNDEREMPL	UNDEREMPLOYED
UNDERGARM	UNDERGARMENT
UNDERGRAD	UNDERGRADUATE
UNDERGR	UNDERGROUND
UNDERST	UNDERSTANDING
UNDERT	UNDERTAKING
UNDERUTIL	UNDERUTILIS
UNDERW	UNDERWATER
UNDERWRIT	UNDERWRIT
UNEMPL	UNEMPLOY
UNEXAM	UNEXAMIN
UNFILL	UNFILL
UNIC	UNICORN
UNIF	UNIFORM
UNION	UNIONIST
UNISCI	UNISCIENCE
UNISHIPP	UNISHIPP
UNIT	UNITARIAN
UAR	UNITED ARAB REPUBLIC
UK	UNITED KINGDOM
UN	UNITED NATIONS
US	UNITED STATES
USA	UNITED STATES OF AMERICA
UNITHOLD	UNITHOLDER
UNIVERS	UNIVERSAL
UNIV	UNIVERSIT
UNKN	UNKNOWN
UNLTD	UNLIMITED
UNMASK	UNMASKING
UNMUZZ	UNMUZZLE
UNOFF	UNOFFICIAL
UNORGAN	UNORGANI
UNPLUG	UNPLUG
UNPUBL	UNPUBLI
UNREACH	UNREACH
UNRELAT	UNRELATED
UNREPORT	UNREPORTED
UNREPRESENT	UNREPRESENTED
UNSCATH	UNSCATHED
UNSCHED	UNSCHEDUL
UNSPEAK	UNSPEAK
UNSUCCESS	UNSUCCESSFUL
UNTITL	UNTITL
UPCOM	UPCOMING
UPDAT	UPDAT
UPGRAD	UPGRAD
UPGRAD	UPGRADING
UPL	UPLAND
UP	UPPER
UPRAT	UPRATING
UPT	UPTOWN
UREM	UREM
URIN	URIN
URODYN	URODYNAMIC
UROGENIT	UROGENITAL
USEFUL	USEFUL
UTIL	UTILI
VACANC	VACANC
VACAT	VACATION
VACCINOL	VACCINOLOGY
VAC	VACUUM
VACUUMTECH	VACUUMTECHNI
VAL	VALLEY
VALORIS	VALORISATION
VALUAB	VALUABLE
VALUAT	VALUATION
VANDAL	VANDALISM
VANGUARD	VANGUARD
VANISH	VANISHING
VAP	VAPOR
VAP	VAPOUR
VAR	VARIAB
VAR	VARIANCE
VAR	VARIANT
VAR	VARIATION
VAR	VARIET
VAR	VARIOUS
VARN	VARNISH
VASC	VASCUL
VASOACT	VASOACTIVE
VEG	VEGETA
VEH	VEHIC
VELOCIM	VELOCIMETR
VELV	VELVET
VEND	VENDING
VEND	VENDOR
VENER	VENEREAL
VENEREOL	VENEREOLOGY
VENOM	VENOMOUS
VENT	VENTIL
VENTUR	VENTUR
VERBAT	VERBATIM
VERIF	VERIFYING
VT	VERMONT
VERNAC	VERNACULAR
VERT	VERTICAL
VESSEL	VESSEL
VESTIB	VESTIBULAR
VET	VETERINAR
VEXILLOL	VEXILLOLOGY
VIB	VIBRATION
VIBROTECH	VIBROTECHNI
VICIN	VICINITY
VICKSBG	VICKSBURG
VICT	VICTIM
VICTIM	VICTIMIZATION
VIC	VICTORIA
VIC ISL	VICTORIA ISLAND
VIC	VICTORIAN
VIC	VICTORY
VICTUAL	VICTUALL
VIDEOGR	VIDEOGRAPHY
VIDEOSCOP	VIDEOSCOP
VIEWD	VIEWDATA
VIEWFIND	VIEWFINDER
VIEWP	VIEWPOINT
VIEWPR	VIEWPRINT
VIEWSWKL	VIEWSWEEKLY
VINCENT	VINCENTIAN
VINEG	VINEGAR
VINEMAK	VINEMAKING
VINIC	VINICULTUR
VIOL	VIOLATI
VIRG ISL	VIRGINISLANDS
VA	VIRGINIA
VISABIL	VISABILITY
VISC	VISCERAL
VIS	VISION
VISION	VISIONARY
VISIT	VISIT
VIS	VISUAL
VITAM	VITAMIN
VITIC	VITICULTUR
VITREORETIN	VITREORETIN
VIVER	VIVERRID
VIVISECT	VIVISECTION
VOCAB	VOCABULAR
VOCAT	VOCATION
VOLCAN	VOLCANIC
VOLCANOL	VOLCANOLOGY
VOLLEYB	VOLLEYBALL
VOLT	VOLTAGE
VOLUS	VOLUSIA
WAGEEARN	WAGEEARNER
WAIT	WAIT
WAIV	WAIV
WAKEF	WAKEFIELD
WALDENS	WALDENS
WALK	WALKER
WALK	WALKING
WALKW	WALKWAY
WALLCH	WALLCHART
WALLCOVER	WALLCOVERING
WALLPAP	WALLPAPER
WALLSTR	WALLSTREET
WALTH	WALTHAM
WALT	WALTON
WANDER	WANDER
WARB	WARBIRD
WARD	WARDEN
WAREH	WAREHOUSE
WAREHOUS	WAREHOUSING
WARF	WARFARE
WARG	WARGAME
WARMINST	WARMINSTER
WARN	WARN
WARSH	WARSHIP
WARWICKS	WARWICKSHIRE
WASH	WASHINGTON
WATCH	WATCH
WATCHB	WATCHBIRD
WATERF	WATERFORD
WATERFR	WATERFRONT
WATERW	WATERWAY
WAVEFUNCT	WAVEFUNCTION
WAVEL	WAVELENGTH
WEANL	WEANLING
WEAPON	WEAPONRY
WEATHER	WEATHER
WEAV	WEAV
WEDD	WEDD
WEEKBL	WEEKBLAD
WEEKEND	WEEKEND
WKLY	WEEKLY
WEIGH	WEIGHING
WEIGHT	WEIGHT
WEIGHTLIFT	WEIGHTLIFT
WELD	WELDER
WELD	WELDING
WELF	WELFARE
WELLINGB	WELLINGBOROUGH
WELLINGT	WELLINGTON
WESLEY	WESLEYAN
W VA	WEST VIRGINIA
WESTCHEST	WESTCHESTER
WEST	WESTERN
WESTMINST	WESTMINSTER
WESTMORL	WESTMORLAND
WESTMT	WESTMOUNT
WEST	WESTON
WEST SUPERMARE	WESTON SUPERMARE
WESTV	WESTVILLE
WESTW	WESTWARD
WETL	WETLAND
WEYBR	WEYBRIDGE
WHAL	WHALING
WHART	WHARTON
WHEATGROW	WHEATGROWER
WHEEL	WHEEL
WHISP	WHISPER
WHOLEN	WHOLENESS
WHOLES	WHOLESAL
WHOLIST	WHOLISTIC
WICKER	WICKER
WILDBIOL	WILDBIOLOGIE
WILDL	WILDLIFE
WILLIAMSBG	WILLIAMSBURG
WILL GROVE	WILLOW GROVE
WILTS	WILTSHIRE
WINCH	WINCHESTER
WIND	WIND
WINDF	WINDFALL
WINDL	WINDLETTER
WINDSURF	WINDSURF
WINEMAK	WINEMAK
WINER	WINER
WINESBG	WINESBURG
WIN	WINNER
WIN	WINNING
WINN	WINNIPEG
WINST	WINSTON
WINSTONSAL	WINSTONSALEM
WIREL	WIRELESS
WIS	WISCONSIN
WITCH	WITCH
WITHHOLD	WITHHOLD
WITN	WITNESS
WOLFKEEP	WOLFKEEP
WOLFV	WOLFVILLE
WOLVERH	WOLVERHAMPTON
WOLVER	WOLVERINE
WOODBROOK	WOODBROOKER
WOODCARV	WOODCARVER
WOODL	WOODLAND
WOODTURN	WOODTURNER
WOODWORK	WOODWORK
WOOLGROW	WOOLGROWER
WOOLHANDL	WOOLHANDLER
WOOL	WOOLLEN
WORCEST	WORCESTER
WORCS	WORCESTERSHIRE
WORK	WORK
WORKB	WORKBOOK
WORKGR	WORKGROUP
WORKH	WORKHOUSE
WORKLOAD	WORKLOAD
WORKM	WORKMAN
WORKP	WORKPAPER
WORKSETT	WORKSETTING
WORKSH	WORKSHEET
WORKSTN	WORKSTATION
WORLDTR	WORLDTRADE
WORLDW	WORLDWIDE
WORSH	WORSHIP
WORSHIPF	WORSHIPFUL
WORTHW	WORTHWHILE
WRAP	WRAPPING
WRECK	WRECK
WRESTL	WRESTL
WRIT	WRITER
WRIT	WRITING
WRIT	WRITTEN
WYO	WYOMING
XENOBIOCHEM	XENOBIOCHEMISTRY
XENOPHOB	XENOPHOBIA
XEROGR	XEROGRAPHY
YACHT	YACHTING
YACHTSM	YACHTSMAN
YANK	YANKEE
YEAR B	YEAR BOOK
YEARB	YEARBOOK
YEARL	YEARLING
YRLY	YEARLY
YEOM	YEOMAN
YESTERY	YESTERYEAR
YID	YIDISE
YODEL	YODEL
YONK	YONKER
YORKS	YORKSHIRE
YOURS	YOURSELF
YUGOSL	YUGOSLAV
ZAIR	ZAIR
ZAMB	ZAMBI
ZELLKULT	ZELLKULTUR
ZETET	ZETETIC
ZION	ZIONISM
ZION	ZIONIST
ABHOR	ABHOR
ABOLIT	ABOLITION
ABSOL	ABSOLUT
ACCENT	ACCENT
ACCESS	ACCESSIB
ACCUMUL	ACCUMULATION
ADJAC	ADJACENT
ADM	ADMINISTR
ADMIT	ADMIT
ADOPT	ADOPT
ADRESS	ADRESS
ADRIAT	ADRIATIC
ADVOK	ADVOKAT
AERODYN	AERODYNAM
AEROL	AEROLOGY
AERONAUT	AERONAUTI
AERON	AERONOM
AEROPHOTOGR	AEROPHOTOGRAPHY
AEROPT	AEROPORT
AEROTECH	AEROTECHNI
AFT	AFTOS
AGIL	AGIL
AGRESSOL	AGRESSOLOGY
AGROBIOL	AGROBIOLOGY
AGROBOT	AGROBOTAN
AGROGEOL	AGROGEOLOGY
AGROL	AGROLOGY
AGROMELIOR	AGROMELIORA
AGRON	AGRONOM
AGROTECH	AGROTECHNI
AKTUAL	AKTUAL
AKUT	AKUTAN
ALSK	ALASKA
ALCOVER	ALCOVER
ALEX	ALEXANDRIA
ALGEBR	ALGEBR
ALGOL	ALGOLOGY
ALGORITM	ALGORITM
ALIMENT	ALIMENT
ALLERGOL	ALLERGOLOGY
AMELIOR	AMELIOR
AM	AMERIK
AMFIB	AMFIB
AMPELOL	AMPELOLOGY
AMPHIB	AMPHIBI
ANABAPT	ANABAPTIS
ANALG	ANALGES
ANALOG	ANALOGY
ANAMN	ANAMNES
ANAT	ANATOMI
ANGEIOL	ANGEIOLOGY
ANGIOL	ANGIOLOGY
ANGL	ANGLIA
ANNEX	ANNEX
ANORG	ANORGANI
ANTAGON	ANTAGONISM
ANTHOL	ANTHOLOGY
ANTHROPOL	ANTHROPOLOGY
ANTHROPOS	ANTHROPOSOPHISCH
ANTIANDROG	ANTIANDROGEN
ANTIBIOT	ANTIBIOTI
ANTICONCEPT	ANTICONCEPT
ANTIMETAB	ANTIMETABOLI
ANTIPARASIT	ANTIPARASIT
ANTITERMIT	ANTITERMIT
APHIDOL	APHIDOL
APPEND	APPENDI
AQUIS	AQUISI
ARAB	ARAB
ARACHNOL	ARACHNOLOGY
ARBITR	ARBITRA
ARCH	ARCHIV
ARGENT	ARGENTIN
ARG	ARGUS
AROMAT	AROMATI
ARSEN	ARSENIC
ARTER	ARTERI
ARTIC	ARTICOLE
ARTIK	ARTIK
ARTIST	ARTIST
ASCENS	ASCENS
ASCET	ASCETI
ASPH	ASPHALT
ASPIR	ASPIRANT
ASSIST	ASSIST
ASTROBOT	ASTROBOTAN
ASTROL	ASTROLOGY
ASTRONAUT	ASTRONAUT
ASTRON	ASTRONOM
ASTROPHYS	ASTROPHYSICS
ATOMAPSORBT	ATOMAPSORBTION
AT	ATOMI
AT	ATOMO
ATTRIB	ATTRIB
AUDIOL	AUDIOLOGY
AUGMENT	AUGMENT
AUST	AUSTRALI
AUTOM	AUTOMAT
AUTON	AUTONOM
AUTORADIOGR	AUTORADIOGRAPHY
AUT	AUTORIS
AUTOTRANSP	AUTOTRANSP
AUXOL	AUXOLOGY
AVIC	AVICULT
AZUR	AZUR
AMBETSMANNAKOMM	AMBETSMANNAKOMMITTEN
BALANC	BALANC
BALLOT	BALLOT
BALT	BALTI
BANGK	BANGKOK
BAROM	BAROMET
BENEDICT	BENEDICT
BIBLIOGR	BIBLIOGRAPHY
BIFURC	BIFURCATION
BIOCHRONOM	BIOCHRONOMETR
BIOCOORD	BIOCOORDINAT
BIOENERG	BIOENERGET
BIOEPISTEMOL	BIOEPISTEMOLOGY
BIOG	BIOGEN
BIOGEOGR	BIOGEOGRAPHY
BIOGR	BIOGRAPHY
BIOL	BIOLOGY
BIOMATER	BIOMATERIAL
BIOMATH	BIOMATHEMAT
BIOMECH	BIOMECHANI
BIOMETEOROL	BIOMETEOROLOGY
BIOM	BIOMETRI
BIOMINER	BIOMINERAL
BIOPHYS	BIOPHYSI
BIOPOLYM	BIOPOLYMER
BIORHEOL	BIORHEOLOGY
BIOTECH	BIOTECHNI
BIOTECHNOL	BIOTECHNOLOGY
BIOTHEOR	BIOTHEORETI
BIZN	BIZNIS
BOLIV	BOLIV
BOT	BOTAN
BREV	BREVET
BROMATOL	BROMATOLOGY
BRONCHOESOPHAGOL	BRONCHOESOPHAGOLOGY
BRUCELL	BRUCELLOS
BRYOL	BRYOLOGY
BRYOPHYT	BRYOPHYT
BULIM	BULIMIA
BULL	BULLETIN
CALABR	CALABR
CALOR	CALORIE
CALVIN	CALVINIST
CARAVAN	CARAVAN
CARSK	CARSK
CATARACT	CATARACT
CAVALC	CAVALCADE
CELT	CELTI
CENT	CENTRAL
CENT	CENTRUM
CHANG	CHANG
CHARG	CHARG
CHARISM	CHARISM
CHARIT	CHARITAB
CHOLEST	CHOLESTEROL
CHORAL	CHORAL
CHRIST	CHRISTIAN
CHROMOSOM	CHROMOSOM
CHRONOBIOL	CHRONOBIOLOGY
CHRONOL	CHRONOLOGY
CIGAR	CIGARETTE
CIRC	CIRCUL
CLAR	CLARINET
CODIF	CODIF
COGN	COGNIT
COLOPROCTOL	COLOPROCTOLOGIA
COLOR	COLOR
COMED	COMED
COMEST	COMESTIBLE
COMMAND	COMMAND
CONCERT	CONCERT
CONCURR	CONCURR
CONDUCT	CONDUCT
CONFIN	CONFIN
CONGEST	CONGEST
CONNECT	CONNECT
CONSENS	CONSENSUS
CONSERV	CONSERV
CONSOLAT	CONSOLATION
CONTEXT	CONTEXT
CONTRADICT	CONTRADICT
CONV	CONVEN
CONVOC	CONVOCA
CONVULS	CONVULS
COORD	COORDIN
COSM	COSMI
COSMONAUT	COSMONAUT
COSMOP	COSMOPOLIT
CREAT	CREAT
CREDIT	CREDIT
CROCH	CROCHET
CRUCIF	CRUCIF
CRUSTAC	CRUSTAC
CYNOS	CYNOSURE
DACOROM	DACOROMAN
DANUB	DANUB
DECOD	DECOD
DEFORM	DEFORM
DELECT	DELECT
DELEG	DELEG
DELPHIN	DELPHINIUM
DEMOGR	DEMOGRAPHY
DEMONSTR	DEMONSTRAT
DENDROL	DENDROLOGY
DENTROL	DENTROLOGY
DEONTOL	DEONTOLOGY
DEPORT	DEPORT
DEPUT	DEPUTAT
DERM	DERMATO
DERMATOL	DERMATOLOGY
DERMATOVENEROL	DERMATOVENEROLOGY
DERMOSIFILIOGR	DERMOSIFILIOGRAF
DESINTOX	DESINTOXIC
DIABETOL	DIABETOLOGY
DIAGN	DIAGNOS
DIALEKT	DIALEKTI
DIALEKTOL	DIALEKTOLOGY
DIAL	DIALYS
DIDASK	DIDASKAL
DIET	DIETET
DIETOL	DIETOLOGY
DIGIT	DIGIT
DIPL	DIPLOMAT
DISCRIM	DISCRIMIN
DISPERS	DISPERSION
DISPOS	DISPOSABLE
DISPUT	DISPUT
DOSIM	DOSIMETR
DROFORSK	DROFORSKN
DROGFORSK	DROGFORSKN
DROG	DROGUER
DUODEN	DUODEN
DUPLIC	DUPLICAT
DYNAST	DYNASTI
ECONOM	ECONOMETRI
EKOL	EKOLOGY
EKON	EKONOM
ELABOR	ELABOR
ELASTOPLAST	ELASTOPLASTI
ELECTROFISIOL	ELECTROFISIOLOGY
ELETROIMMUNOCHEM	ELECTROIMMUNOCHEMISTRY
ELEMENTOORG	ELEMENTOORGANI
EMBRYOL	EMBRYOLOGY
EMIGR	EMIGR
EMULS	EMULS
ENCOURAG	ENCOURAG
ENDEM	ENDEMI
ENDOG	ENDOGEN
ENDOTHEL	ENDOTHEL
ENDOUROL	ENDOUROLOGY
ENDUR	ENDUR
ENERG	ENERGET
ENERGISTAT	ENERGISTATISTIK
ENTEROL	ENTEROLOGY
ENTOMOL	ENTOMOLOGY
ENVEL	ENVELOP
ENZYMOL	ENZYMOLOGY
EPIDEMIOL	EPIDEMIOLOGY
EPIGR	EPIGRAPHY
EPILEPTOL	EPILEPTOLOGY
EPIPHYT	EPIPHYTI
EPIZOOT	EPIZOOTI
EPIZOOTOL	EPIZOOTOLOGY
EROT	EROTIKA
ERYTHROP	ERYTHROPOIET
ESLASTOM	ESLASTOM
ESOPHAGOL	ESOPHAGOLOGY
ESOTER	ESOTERI
ESPAC	ESPAC
ESTER	ESTERIOR
ESTHET	ESTHETI
ETHNOGR	ETHNOGRAPHY
ETHNOL	ETHNOLOGY
ETHNOMUSICOL	ETHNOMUSICOLOGY
ETHOPHARMACOL	ETHOPHARMACOLOGY
ETIOL	ETIOLOGY
EUR	EUROP
EUROREG	EUROREGION
EUROSTAND	EUROSTANDARD
EUROSTAT	EUROSTAT
EUROVIS	EUROVISION
EUTHAN	EUTHANAS
EXCEPT	EXCEPT
EXCIP	EXCIPIENT
EXCLUS	EXCLUSIV
EX	EXEMPL
EXIG	EXIG
EXIST	EXIST
EXPANS	EXPANS
EXPATR	EXPATR
EXPECT	EXPECTA
EXPERT	EXPERT
FAK	FAKULT
FANTAST	FANTAST
FATAL	FATAL
FEM	FEMIN
FENOM	FENOMEN
FILAT	FILATELI
FILMOGR	FILMOGR
FILMOL	FILMOLOGIC
FILOS	FILOSOF
FLAGR	FLAGRANT
FLEX	FLEXIBLE
FLUVIOM	FLUVIOMETR
FORMUL	FORMULAR
FORMUL	FORMULAT
FORTIF	FORTIFI
FOSS	FOSSIL
FOTOGR	FOTOGRAPHY
FOTOINTERPRET	FOTOINTERPRET
FRUCT	FRUCT
GALACT	GALACTI
GALEN	GALENI
GALL	GALLIA
GALVANOTECH	GALVANOTECHNI
GAMB	GAMBI
GASTROENTEROL	GASTROENTEROLOGY
GEMELLOL	GEMELLOLOGY
GEMMOL	GEMMOLOGY
GENAGOG	GENAGOGUE
GENEAL	GENEALOGY
GENER	GENERAT
GENES	GENESIS
GENES	GENESUNG
GENET	GENET
GEOBOT	GEOBOTAN
GEOD	GEODES
GEOD	GEODET
GEOIND	GEOINDUSTRIA
GEOL	GEOLOGY
GEOMAGN	GEOMAGNETI
GEOMATH	GEOMATHEMATIC
GEOMECH	GEOMECHANI
GEOM	GEOMETR
GEOSCI	GEOSCIENCE
GEOSPH	GEOSPHAERA
GEOSTAT	GEOSTATISTI
GEOTECH	GEOTECHNI
GERIATR	GERIATRI
GERONTOL	GERONTOLOGY
GLOB	GLOBAL
GLORIF	GLORIF
GNATHOL	GNATHOLOGY
GNOTOBIOL	GNOTOBIOLOGY
GRAF	GRAFI
GRAPHOL	GRAPHOLOGY
GRAV	GRAVEUR
GRAVIM	GRAVIMETR
GUIN BISSAU	GUINEA BISSAU
GUITAR	GUITAR
HABILIT	HABILITAT
HANDELSSTAT	HANDELSSTATISTI
HEBR	HEBRAIC
HEMATOL	HEMATOLOGY
HEMOPH	HEMOPHIL
HEPATOL	HEPATOLOGY
HEPATOSPLENOL	HEPATOSPLENOLOGY
HERBIV	HERBIVOR
HERPETOL	HERPETOLOGY
HETEROG	HETEROGEN
HEXACHORD	HEXACHORD
HIPERTENS	HIPERTENS
HISTOL	HISTOLOGY
HISTOPHYSIOL	HISTOPHYSIOLOGY
HOLOGR	HOLOGRAPHY
HOMEOPAT	HOMEOPAT
HONOL	HONOLULU
HONOR	HONOR
HORM	HORMON
HORMONOL	HORMONOLOGY
HOROL	HOROLOGY
HOSTEL	HOSTEL
HUSSERL	HUSSERL
HYDRAUL	HYDRAUL
HYDROBIOL	HYDROBIOLOGY
HYDRODYN	HYDRODYNAM
HYDROGEOL	HYDROGEOLOGY
HYDROGR	HYDROGRAPHY
HYDROL	HYDROLOGY
HYPERACT	HYPERACT
HYPERB	HYPERBAR
HYPOTHAL	HYPOTHALAM
ICHTHYOL	ICHTHYOLOGY
ICTIOL	ICTIOLOGY
IDEFEM	IDEFEMINA
IKOR	IKORODU
ILLICIT	ILLICIT
ILLUSION	ILLUSION
IMMACUL	IMMACUL
IMMED	IMMEDIAT
IMMORTAL	IMMORTAL
IMP	IMPERIA
IMPLANTOL	IMPLANTOLOGY
IMPREGN	IMPREGNATION
INALIEN	INALIENABLE
INCEND	INCENDI
INDEMN	INDEMNIT
INDIVID	INDIVID
INDOEUR	INDOEUROP
IND	INDUSTR
INFIN	INFINIT
INFOBULL	INFOBULLETIN
INF	INFORMATION
INFRACT	INFRACTION
INFUS	INFUSION
INHIB	INHIBIT
INNOV	INNOVAT
INOX	INOX
INSER	INSER
INST	INSTITUT
INST	INSTITUTION
INTELEKT	INTELEKTUAL
INTELL	INTELLIGENT
INTERCHANG	INTERCHANG
INTERLING	INTERLINGUA
INTERN	INTERNAT
INTERPANOR	INTERPANORAMA
INTERPRET	INTERPRET
INTERSECT	INTERSECTION
INTERV	INTERVEN
INVESTIG	INVESTIGA
ION	IONIC
IRAN	IRANI
ISLAM	ISLAM
ISOT	ISOTOP
ISR	ISRAEL
IZOL	IZOLANT
JARG	JARGON
JEDIN	JEDIN
JESUIT	JESUIT
JUBIL	JUBIL
J	JURNAL
KALAH	KALAHARI
KALEIDOSC	KALEIDOSCOPE
KAMPUCH	KAMPUCHEA
KINEMATOGR	KINEMATOGR
KOMBAT	KOMBATANT
KOMUNIST	KOMUNIST
KOSMONAUT	KOSMONAUT
KOS	KOSOV
KREAT	KREAT
KURAT	KURAT
KURD	KURDISTAN
LAB	LABORATOR
LARYNGOL	LARYNGOLOGY
LECT	LECTOR
LEGUM	LEGUM
LENINGR	LENINGRAD
LENIN	LENINIST
LEPROL	LEPROLOGY
LEUK	LEUKEMI
LICHENOL	LICHENOLOGY
LICIT	LICITATION
LIMNOL	LIMNOLOGY
LINGUIST	LINGUIST
LIT	LITERAT
LITHOGR	LITHOGRAPHY
LITHOL	LITHOLOGY
LITH	LITHUANI
LITOL	LITOLOGY
LOCALIS	LOCALISATION
LOCOMOT	LOCOMOTI
LOGOP	LOGOPED
LYMPH	LYMPHOCYTE
MACED	MACEDONI
MACROPERSPECT	MACROPERSPECTIVE
MADAG	MADAGASCAR
MAGMAT	MAGMATI
MAGNES	MAGNESIUM
MAGN	MAGNETI
MAGNETOHYDRODYN	MAGNETOHYDRODYNAMI
MAGNETOPLASMADYN	MAGNETOPLASMADYNAMI
MAKET	MAKET
MALARIOL	MALARIOLOGY
MANAGE	MANAGEMENT
MARX	MARX
MATERN	MATERN
MEDICAM	MEDICAMENT
MEDIT	MEDITATION
MEK	MEKANI
MELANES	MELANES
MERCAT	MERCAT
MERCEN	MERCENA
MERID	MERIDIONAL
MESOLITH	MESOLITH
MESSAG	MESSAG
MESSIN	MESSIN
METAB	METABOLI
METABOL	METABOLOGY
MET	METAL
METALLOG	METALLOGEN
METALL	METALLURG
METEOROL	METEOROLOGY
METROL	METROLOGY
METROP	METROPOLITAN
MICROECOL	MICROECOLOGY
MICROFICH	MICROFICH
MICROFILM	MICROFILM
MIGR	MIGRATOR
MILLES	MILLESIME
MIMEOGR	MIMEOGRAPHY
MINER	MINERAL
MINERAL	MINERALOGY
MINIST	MINISTR
MINOR	MINOR
MISSION	MISSION
MITROP	MITROPOL
MOB	MOBILO
MODIF	MODIFI
MONARCH	MONARCH
MONET	MONET
MONOLITH	MONOLITH
MONOLOG	MONOLOGUE
MONOP	MONOPOL
MONTEN	MONTENEGRO
MORB	MORBID
MOTIV	MOTIV
MULTICULT	MULTICULTUR
MULTIDIMENS	MULTIDIMENSION
MULTIETHN	MULTIETHNIC
MULTIETN	MULTIETN
MULTIMED	MULTIMEDIA
MULTIPR	MULTIPRINT
MUSEOL	MUSEOLOGY
MUSET	MUSETTE
MYOCARD	MYOCARDIUM
MYOGR	MYOGRAPHY
MYOL	MYOLOGY
MYTH	MYTH
MYXOMYC	MYXOMYCET
NAC	NACION
NARK	NARKOT
NAVIG	NAVIGA
NECROL	NECROLOGY
NEMATOL	NEMATOLOGY
NEOHELL	NEOHELLENI
NEOLIT	NEOLIT
NEOTESTAM	NEOTESTAMENT
NEOZEL	NEOZELANDESA
NERV	NERVOSA
NEUROANAT	NEUROANATOM
NEUROBIOL	NEUROBIOLOGY
NEUROENDOCR	NEUROENDOCRIN
NEUROGERONTOL	NEUROGERONTOLOGY
NEUROLEPTANALG	NEUROLEPTANALGES
